Id,Type,Zoning Class,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Nbhd,Location Condition,Bldg Type,House Style,OvQual,Overall Cond,Built,Year Remod Add,Roof Style,Roof Material,Exterior Primary,Masonry/Veneer,Masonry/Veneer Area,Exterior Qual,Exterior Cond,Foundation,Basement Height,Basement Cond,Basement Exposure,Basement Finish,Basement Finished Area,Basement Unfinished Area,Basement Area,Heating Qual,CentralAir,Electrical,1st Floor Area,2nd Floor Area,Living Area Above Grade,Basement Full Baths,Basement Half baths,Full Baths Above Grade,Half Baths Above Grade,Bedrooms Above Grade,Kitchens Above Grade,Kitchen Qual,Total Rooms Above Grade,Functionality,Fireplaces,Fireplce Qual,Garage Type,Garage Yr Built,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck Area,Open Porch Area,Enclosed Porch Area,3 Season Porch Area,Screen Porch Area,Pool Area,Pool Qual,Fence,Sale Type,Sale Condition,Sale Price
1384,1-STORY 1945 & OLDER,Resid Low Density,NA,25339,NA,Regular,Level,Inside lot,Gentle,Sawyer,Normal,1-family Detached,1 story,5,7,1918,2007,Gable,Composite Shingle,Wood Siding,None,0,Average,Good,Brick & Tile,"Typical (80-89"")",Average,No Exposure,Unfinshed,0,816,816,Excellent,Y,Standard Circuit Breakers & Romex,1416,0,1416,0,0,2,0,3,1,Good,7,Typical Functionality,0,No Fireplace,Attached to home,2007,Unfinished,2,576,Average,Average,Dirt/Gravel,0,0,112,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,112000
1385,1-1/2 STORY ALL AGES,Resid Low Density,60,9060,NA,Regular,Level,Inside lot,Gentle,Edwards,Normal,1-family Detached,1.5 story: 2nd level fin,6,5,1939,1950,Gable,Composite Shingle,Wood Shingles,None,0,Average,Average,Brick & Tile,"Typical (80-89"")",Average,Min Exposure,Avg Rec Room,204,356,560,Average,Y,Standard Circuit Breakers & Romex,698,560,1258,0,0,1,0,2,1,Average,6,Typical Functionality,0,No Fireplace,Detached from home,1939,Unfinished,1,280,Average,Average,Partial Pavement,0,0,0,0,0,0,No Pool,Minimum Privacy,Warranty Deed - Conventional,Normal Sale,105000
1386,1-1/2 STORY ALL AGES,Resid Med Density,40,5436,NA,Regular,Level,Inside lot,Gentle,Iowa DOT and Rail Road,Normal,1-family Detached,1.5 story: 2nd level fin,4,8,1922,2007,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Good,Brick & Tile,"Typical (80-89"")",Average,No Exposure,Below Avg Living Quarters,735,61,796,Good,Y,Standard Circuit Breakers & Romex,796,358,1154,1,0,1,0,3,1,Good,7,Typical Functionality,0,No Fireplace,Detached from home,1922,Unfinished,1,240,Average,Average,Dirt/Gravel,0,96,0,0,0,0,No Pool,Minimum Privacy,Warranty Deed - Conventional,Normal Sale,125500
1387,2-STORY 1946 & NEWER,Resid Low Density,80,16692,NA,Slightly irregular,Level,Inside lot,Gentle,Northwest Ames,Adjacent Railroad,1-family Detached,2 story,7,5,1978,1978,Gable,Composite Shingle,Plywood,Brick Face,184,Average,Average,Cinder Block,"Good (90-99"")",Average,No Exposure,Below Avg Living Quarters,790,133,1392,Average,Y,Standard Circuit Breakers & Romex,1392,1392,2784,1,0,3,1,5,1,Good,12,Typical Functionality,2,Average,Attached to home,1978,Rough Finished,2,564,Average,Average,Paved ,0,112,0,0,440,519,Fair,Minimum Privacy,Warranty Deed - Conventional,Normal Sale,250000
1388,1-1/2 STORY ALL AGES,Resid Med Density,60,8520,Grvl,Regular,Level,Inside lot,Gentle,Old Town,Adjacent Arterial St,1-family Detached,1.5 story: 2nd level fin,6,7,1916,1950,Gable,Composite Shingle,Stucco,None,0,Average,Good,Brick & Tile,"Typical (80-89"")",Average,No Exposure,Avg Rec Room,168,0,714,Average,N,Standard Circuit Breakers & Romex,1664,862,2526,0,0,2,0,5,1,Good,10,Typical Functionality,1,Good,Detached from home,1916,Unfinished,1,216,Average,Average,Paved ,88,15,0,0,0,0,No Pool,Good Wood,Warranty Deed - Cash,Sale between family members,136000
1389,1-STORY 1946 & NEWER,Resid Low Density,42,14892,NA,Slightly irregular,Hillside,Cul-de-sac,Gentle,Gilbert,Normal,1-family Detached,1 story,9,5,2006,2007,Gable,Composite Shingle,Vinyl Siding,Stone,160,Excellent,Average,Poured Contrete,"Excellent (100+"")",Average,Good Exposure,Good Living Quarters,1320,426,1746,Excellent,Y,Standard Circuit Breakers & Romex,1746,0,1746,1,0,2,0,3,1,Excellent,7,Typical Functionality,2,Good,Attached to home,2006,Finished,3,758,Average,Average,Paved ,201,39,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,377500
1390,1-1/2 STORY ALL AGES,Resid Med Density,60,6000,NA,Regular,Level,Inside lot,Gentle,Brookside,Normal,1-family Detached,1.5 story: 2nd level fin,6,6,1941,1950,Gable,Composite Shingle,Wood Siding,None,0,Average,Good,Brick & Tile,"Typical (80-89"")",Good,No Exposure,Avg Living Quarters,375,360,735,Excellent,Y,Standard Circuit Breakers & Romex,869,349,1218,0,1,1,0,3,1,Average,6,Typical Functionality,1,Good,Detached from home,2003,Unfinished,2,440,Average,Average,Paved ,0,0,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,131000
1391,1-STORY 1946 & NEWER,Resid Low Density,70,9100,NA,Regular,Level,Inside lot,Gentle,College Creek,Normal,1-family Detached,1 story,7,5,2000,2000,Gable,Composite Shingle,Vinyl Siding,Brick Face,244,Good,Average,Poured Contrete,"Good (90-99"")",Average,Avg Exposure,Good Living Quarters,1400,125,1525,Excellent,Y,Standard Circuit Breakers & Romex,1525,0,1525,1,0,2,0,3,1,Good,6,Typical Functionality,0,No Fireplace,Attached to home,2000,Rough Finished,2,541,Average,Average,Paved ,219,36,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,235000
1392,DUPLEX,Resid Low Density,65,8944,NA,Regular,Level,Inside lot,Gentle,North Ames,Normal,Duplex,1 story,5,5,1967,1967,Gable,Composite Shingle,Plywood,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Unfinshed,0,1584,1584,Average,Y,Standard Circuit Breakers & Romex,1584,0,1584,0,0,2,0,4,2,Average,8,Moderate Deductions,0,No Fireplace,Detached from home,1967,Unfinished,3,792,Average,Average,Paved ,0,152,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,124000
1393,SPLIT FOYER,Resid Low Density,68,7838,NA,Regular,Level,Inside lot,Gentle,North Ames,Normal,1-family Detached,Split Foyer,5,5,1967,1967,Gable,Composite Shingle,Hard Board,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,Avg Exposure,Avg Living Quarters,769,95,864,Average,Y,Standard Circuit Breakers & Romex,900,0,900,1,0,1,0,3,1,Average,6,Typical Functionality,1,Poor,Attached to home,1967,Rough Finished,1,288,Average,Average,Paved ,175,144,0,0,0,0,No Pool,Minimum Wood/Wire,Warranty Deed - Conventional,Normal Sale,123000
1394,2 FAMILY CONVERSION,Resid Med Density,60,10800,Pave,Regular,Level,Inside lot,Gentle,Old Town,Normal,2-family Conversion,1.5 story: 2nd level fin,6,7,1905,2000,Gable,Composite Shingle,Wood Siding,None,0,Average,Average,Brick & Tile,"Fair (70-79"")",Average,No Exposure,Unfinshed,0,482,482,Excellent,N,Standard Circuit Breakers & Romex,1221,691,1912,0,0,2,0,3,2,Average,7,Typical Functionality,1,Average,Detached from home,2003,Unfinished,2,672,Good,Average,Paved ,0,25,212,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,163000
1395,1-STORY PUD,Resid Low Density,53,4045,NA,Regular,Level,Inside lot,Gentle,Bloomington Hts,Normal,Townhouse End Unit,1 story,7,5,2006,2006,Hip,Composite Shingle,Vinyl Siding,Brick Face,45,Good,Average,Poured Contrete,"Good (90-99"")",Average,Avg Exposure,Good Living Quarters,1070,286,1356,Excellent,Y,Standard Circuit Breakers & Romex,1500,0,1500,1,0,2,0,2,1,Good,6,Typical Functionality,1,Good,Attached to home,2006,Finished,3,648,Average,Average,Paved ,161,20,0,0,0,0,No Pool,No Fence,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),246578
1396,2-STORY 1946 & NEWER,Resid Low Density,88,12665,NA,Slightly irregular,Level,Inside lot,Gentle,Timberland,Normal,1-family Detached,2 story,8,5,2005,2006,Hip,Composite Shingle,Vinyl Siding,Brick Face,245,Good,Average,Poured Contrete,"Good (90-99"")",Good,Good Exposure,Unfinshed,0,1094,1094,Excellent,Y,Standard Circuit Breakers & Romex,1133,1349,2482,0,0,2,1,4,1,Good,9,Typical Functionality,1,Good,Built-In (Garage with Room),2005,Finished,3,642,Average,Average,Paved ,144,39,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,281213
1397,1-STORY 1946 & NEWER,Resid Low Density,NA,57200,NA,Slightly irregular,Banked,Inside lot,Severe,Timberland,Normal,1-family Detached,1 story,5,5,1948,1950,Gable,Composite Shingle,Wood Siding,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,Avg Exposure,Below Avg Living Quarters,353,60,747,Average,Y,Standard Circuit Breakers & Romex,1687,0,1687,1,0,1,0,3,1,Average,7,Minor Deductions 1,2,Average,Detached from home,1966,Unfinished,2,572,Average,Average,Dirt/Gravel,0,0,50,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,160000
1398,2-STORY 1945 & OLDER,Resid Med Density,51,6120,NA,Regular,Level,Inside lot,Gentle,Brookside,Normal,1-family Detached,2 story,5,8,1920,2004,Gable,Composite Shingle,Metal Siding,None,0,Average,Average,Brick & Tile,"Typical (80-89"")",Average,Min Exposure,Unfinshed,0,939,939,Excellent,Y,Standard Circuit Breakers & Romex,939,574,1513,0,0,1,1,4,1,Average,8,Typical Functionality,0,No Fireplace,Detached from home,1933,Unfinished,1,180,Fair,Fair,Dirt/Gravel,24,0,150,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,137500
1399,1-1/2 STORY ALL AGES,Resid Low Density,60,7200,NA,Regular,Level,Inside lot,Gentle,North Ames,Normal,1-family Detached,1.5 story: 2nd level fin,5,4,1950,1982,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Avg Rec Room,180,676,1208,Good,Y,Fuse Box over 60 AMP and all Romex wiring (Average),1136,768,1904,1,0,1,1,3,1,Average,7,Minor Deductions 1,0,No Fireplace,Attached to home,1950,Unfinished,1,240,Average,Average,Paved ,0,0,168,0,0,0,No Pool,Good Privacy,Warranty Deed - Conventional,Normal Sale,138000
1400,1-1/2 STORY ALL AGES,Resid Low Density,51,6171,NA,Regular,Level,Inside lot,Gentle,South & West of Iowa State,Normal,1-family Detached,1.5 story: 2nd level fin,6,6,1925,1990,Gable,Composite Shingle,Wood Shingles,None,0,Average,Average,Brick & Tile,"Typical (80-89"")",Average,No Exposure,Below Avg Living Quarters,264,712,976,Excellent,Y,Standard Circuit Breakers & Romex,1160,448,1608,0,0,2,1,3,1,Good,7,Typical Functionality,1,Good,Detached from home,1925,Unfinished,1,216,Fair,Average,Paved ,147,16,0,0,0,0,No Pool,Minimum Privacy,Warranty Deed - Conventional,Normal Sale,137450
1401,1-1/2 STORY ALL AGES,Resid Med Density,50,6000,NA,Regular,Level,Corner lot,Gentle,Brookside,Normal,1-family Detached,1.5 story: 2nd level fin,6,7,1929,1950,Gable,Composite Shingle,Wood Shingles,None,0,Average,Average,Brick & Tile,"Typical (80-89"")",Average,No Exposure,Unfinshed,0,862,862,Average,Y,Standard Circuit Breakers & Romex,950,208,1158,0,0,1,0,3,1,Average,5,Typical Functionality,1,Good,Built-In (Garage with Room),1929,Rough Finished,1,208,Average,Average,Paved ,0,0,112,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,120000
1402,2-STORY 1946 & NEWER,Resid Low Density,62,7415,NA,Slightly irregular,Level,Inside lot,Gentle,Gilbert,Normal,1-family Detached,2 story,6,5,2004,2004,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Average,Poured Contrete,"Typical (80-89"")",Average,No Exposure,Good Living Quarters,759,80,839,Excellent,Y,Standard Circuit Breakers & Romex,864,729,1593,1,0,2,1,3,1,Average,8,Typical Functionality,1,Average,Attached to home,2004,Finished,2,398,Average,Average,Paved ,100,75,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,193000
1403,1-STORY 1946 & NEWER,Resid Low Density,64,6762,NA,Regular,Level,Inside lot,Gentle,College Creek,Normal,1-family Detached,1 story,7,5,2006,2006,Gable,Composite Shingle,Vinyl Siding,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Good,Avg Exposure,Unfinshed,0,1286,1286,Excellent,Y,Standard Circuit Breakers & Romex,1294,0,1294,0,0,2,0,2,1,Good,6,Typical Functionality,1,Good,Attached to home,2006,Rough Finished,2,662,Average,Average,Paved ,168,55,0,0,0,0,No Pool,No Fence,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),193879
1404,1-STORY 1946 & NEWER,Resid Low Density,49,15256,NA,Slightly irregular,Level,Cul-de-sac,Gentle,Somerset,Adjacent Railroad,1-family Detached,1 story,8,5,2007,2007,Gable,Composite Shingle,Vinyl Siding,Stone,84,Good,Average,Poured Contrete,"Good (90-99"")",Average,Good Exposure,Good Living Quarters,929,556,1485,Excellent,Y,Standard Circuit Breakers & Romex,1464,0,1464,1,0,2,0,3,1,Good,6,Typical Functionality,0,No Fireplace,Attached to home,2007,Unfinished,3,754,Average,Average,Paved ,168,160,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,282922
1405,1-1/2 STORY ALL AGES,Resid Low Density,60,10410,Grvl,Regular,Level,Corner lot,Gentle,Old Town,Adjacent Arterial St,1-family Detached,1.5 story: 2nd level fin,3,4,1915,1950,Gable,Composite Shingle,Wood Siding,None,0,Average,Average,Poured Contrete,"Typical (80-89"")",Average,No Exposure,Unfinshed,0,672,672,Average,Y,Standard Circuit Breakers & Romex,694,520,1214,0,0,1,0,3,1,Average,6,Typical Functionality,0,No Fireplace,Detached from home,1998,Unfinished,3,936,Average,Average,Paved ,216,0,160,0,0,0,No Pool,Minimum Privacy,Warranty Deed - Conventional,Sale between family members,105000
1406,1-STORY PUD,Resid Med Density,44,3842,NA,Slightly irregular,Hillside,Inside lot,Moderate,Crawford,Normal,Townhouse End Unit,1 story,8,5,2004,2005,Hip,Composite Shingle,Cement Board,Stone,174,Good,Average,Poured Contrete,"Excellent (100+"")",Average,Good Exposure,Good Living Quarters,1373,221,1594,Excellent,Y,Standard Circuit Breakers & Romex,1646,0,1646,1,1,2,0,2,1,Good,5,Typical Functionality,1,Good,Attached to home,2004,Finished,2,482,Average,Average,Paved ,128,53,0,0,155,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,275000
1407,SPLIT FOYER,Resid Low Density,70,8445,NA,Regular,Level,Corner lot,Gentle,College Creek,Normal,1-family Detached,Split Foyer,5,7,1972,2007,Gable,Composite Shingle,Hard Board,None,0,Average,Average,Cinder Block,"Good (90-99"")",Average,Avg Exposure,Good Living Quarters,656,112,768,Average,Y,Standard Circuit Breakers & Romex,768,0,768,1,0,1,0,2,1,Average,5,Typical Functionality,0,No Fireplace,Detached from home,1988,Unfinished,2,396,Average,Average,Paved ,58,0,0,0,0,0,No Pool,Minimum Privacy,Warranty Deed - Conventional,Normal Sale,133000
1408,1-STORY 1946 & NEWER,Resid Low Density,NA,8780,NA,Slightly irregular,Level,Corner lot,Gentle,Mitchell,Normal,1-family Detached,1 story,5,5,1985,1985,Gable,Composite Shingle,Hard Board,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Avg Living Quarters,625,208,833,Excellent,Y,Standard Circuit Breakers & Romex,833,0,833,1,0,1,0,3,1,Average,5,Typical Functionality,0,No Fireplace,No Garage,NA,No Garage,0,0,No Garage,No Garage,Paved ,0,0,0,0,0,0,No Pool,Minimum Privacy,Warranty Deed - Conventional,Normal Sale,112000
1409,2-STORY 1945 & OLDER,Resid Med Density,60,7740,NA,Regular,Level,Inside lot,Gentle,Old Town,Normal,1-family Detached,2 story,4,7,1910,1950,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Average,Cinder Block,"Fair (70-79"")",Average,No Exposure,Unfinshed,0,622,622,Good,Y,Standard Circuit Breakers & Romex,741,622,1363,0,0,1,0,3,1,Average,6,Typical Functionality,0,No Fireplace,Detached from home,1966,Unfinished,2,528,Average,Average,Paved ,0,0,0,0,168,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,125500
1410,2-STORY 1946 & NEWER,Resid Low Density,46,20544,NA,Slightly irregular,Level,Cul-de-sac,Gentle,Northwest Ames,Normal,1-family Detached,2 story,7,6,1986,1991,Gable,Composite Shingle,Plywood,Brick Face,123,Average,Good,Cinder Block,"Good (90-99"")",Average,No Exposure,Unfinshed,0,791,791,Good,Y,Standard Circuit Breakers & Romex,1236,857,2093,0,0,2,1,3,1,Average,7,Typical Functionality,1,Average,Attached to home,1986,Finished,2,542,Average,Average,Paved ,364,63,0,0,0,0,No Pool,Minimum Privacy,Warranty Deed - Conventional,Normal Sale,215000
1411,2-STORY 1946 & NEWER,Resid Low Density,79,12420,NA,Regular,Level,Inside lot,Gentle,College Creek,Normal,1-family Detached,2 story,7,5,2001,2001,Gable,Composite Shingle,Vinyl Siding,None,0,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Good Living Quarters,666,278,944,Excellent,Y,Standard Circuit Breakers & Romex,944,896,1840,1,0,2,1,3,1,Good,6,Typical Functionality,0,No Fireplace,Attached to home,2001,Rough Finished,2,622,Average,Average,Paved ,0,45,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,230000
1412,1-1/2 STORY ALL AGES,Resid Low Density,80,9600,NA,Regular,Level,Inside lot,Gentle,North Ames,Normal,1-family Detached,1.5 story: 2nd level fin,6,8,1950,2005,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Good,Cinder Block,"Typical (80-89"")",Average,No Exposure,Below Avg Living Quarters,120,736,856,Excellent,Y,Standard Circuit Breakers & Romex,1112,556,1668,0,0,1,1,3,1,Average,6,Minor Deductions 2,0,No Fireplace,Attached to home,1950,Unfinished,1,271,Average,Average,Paved ,0,0,0,0,0,0,No Pool,Minimum Privacy,Warranty Deed - Conventional,Normal Sale,140000
1414,1-STORY 1946 & NEWER,Resid Low Density,88,10994,NA,Slightly irregular,Level,Corner lot,Gentle,Sawyer West,Normal,1-family Detached,1 story,8,5,2005,2006,Gable,Composite Shingle,Vinyl Siding,Stone,366,Good,Average,Poured Contrete,"Good (90-99"")",Good,No Exposure,Good Living Quarters,976,868,1844,Excellent,Y,Standard Circuit Breakers & Romex,1844,0,1844,1,0,2,0,2,1,Good,7,Typical Functionality,1,Good,Attached to home,2005,Finished,2,620,Average,Average,Paved ,165,44,0,0,0,0,No Pool,No Fence,Court Officer Deed/Estate,"Abnormal Sale -  trade, foreclosure, short sale",257000
1415,1-1/2 STORY ALL AGES,Resid Low Density,64,13053,Pave,Regular,Banked,Inside lot,Gentle,Brookside,Normal,1-family Detached,1.5 story: 2nd level fin,6,7,1923,2000,Gambrel,Composite Shingle,Wood Siding,None,0,Average,Average,Brick & Tile,"Typical (80-89"")",Average,No Exposure,Unfinshed,0,833,833,Good,Y,Standard Circuit Breakers & Romex,1053,795,1848,0,0,1,1,4,1,Good,8,Typical Functionality,1,Good,Detached from home,1922,Unfinished,2,370,Average,Average,Dirt/Gravel,0,0,0,0,220,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,207000
1416,1-STORY PUD,Resid Low Density,51,3635,NA,Regular,Level,Inside lot,Gentle,Bloomington Hts,Normal,Townhouse End Unit,1 story,7,5,2007,2007,Hip,Composite Shingle,Vinyl Siding,Brick Face,130,Good,Average,Poured Contrete,"Good (90-99"")",Average,No Exposure,Avg Living Quarters,988,398,1386,Excellent,Y,Standard Circuit Breakers & Romex,1569,0,1569,0,1,2,0,1,1,Good,7,Typical Functionality,1,Average,Attached to home,2007,Rough Finished,3,660,Average,Average,Paved ,143,20,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,175900
1417,2 FAMILY CONVERSION,Resid Med Density,60,11340,NA,Regular,Level,Inside lot,Gentle,Old Town,Normal,2-family Conversion,2 story,4,6,1885,1950,Gable,Composite Shingle,Vinyl Siding,None,0,Average,Average,Poured Contrete,"Typical (80-89"")",Average,No Exposure,Unfinshed,0,777,777,Good,Y,Standard Circuit Breakers & Romex,1246,1044,2290,0,0,2,0,4,2,Average,11,Typical Functionality,0,No Fireplace,Detached from home,1971,Unfinished,2,560,Average,Average,Dirt/Gravel,0,0,114,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,122500
1418,2-STORY 1946 & NEWER,Resid Low Density,NA,16545,NA,Slightly irregular,Level,Inside lot,Gentle,Northridge,Normal,1-family Detached,2 story,8,5,1998,1998,Gable,Composite Shingle,Vinyl Siding,Brick Face,731,Good,Average,Poured Contrete,"Good (90-99"")",Average,Min Exposure,Good Living Quarters,781,503,1284,Excellent,Y,Standard Circuit Breakers & Romex,1310,1140,2450,1,0,2,1,3,1,Good,7,Typical Functionality,1,Average,Attached to home,1998,Finished,3,1069,Average,Average,Paved ,0,126,0,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,340000
1419,1-STORY 1946 & NEWER,Resid Low Density,71,9204,NA,Regular,Level,Inside lot,Gentle,North Ames,Normal,1-family Detached,1 story,5,5,1963,1963,Gable,Composite Shingle,Hard Board,None,0,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Below Avg Living Quarters,25,247,1144,Average,Y,Standard Circuit Breakers & Romex,1144,0,1144,1,0,1,1,3,1,Average,6,Typical Functionality,0,No Fireplace,Detached from home,1962,Unfinished,1,336,Average,Average,Paved ,0,88,0,0,0,0,No Pool,No Fence,Court Officer Deed/Estate,Normal Sale,124000
1420,1-STORY 1946 & NEWER,Resid Low Density,NA,16381,NA,Slightly irregular,Level,Inside lot,Gentle,Crawford,Normal,1-family Detached,1 story,6,5,1969,1969,Gable,Composite Shingle,Plywood,Brick Face,312,Good,Good,Cinder Block,"Typical (80-89"")",Average,Avg Exposure,Avg Rec Room,1110,734,1844,Good,Y,Standard Circuit Breakers & Romex,1844,0,1844,1,0,2,0,3,1,Good,7,Typical Functionality,1,Average,Attached to home,1969,Rough Finished,2,540,Average,Average,Paved ,0,73,216,0,0,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,223000
1421,2-STORY 1946 & NEWER,Resid Low Density,90,11700,NA,Regular,Level,Corner lot,Gentle,Northwest Ames,Normal,1-family Detached,2 story,6,6,1968,1968,Gable,Composite Shingle,Hard Board,Brick Face,420,Average,Average,Cinder Block,"Typical (80-89"")",Average,No Exposure,Avg Living Quarters,404,304,708,Good,Y,Standard Circuit Breakers & Romex,708,708,1416,0,0,2,1,3,1,Average,7,Typical Functionality,1,Average,Attached to home,1968,Rough Finished,2,776,Average,Average,Paved ,0,169,0,0,119,0,No Pool,No Fence,Warranty Deed - Conventional,Normal Sale,179900
